Date,"""Date+Time""",PM2.5 Conc__(ug/m3),Wind'Speed (miles/h),Wind Direction (Degrees),Date,% RH,error,technician
5/22/2018,12:00,3,5,68,5/22/2018,,,
5/22/2018,13:00,7,6,135,5/22/2018,,,
5/22/2018,14:00,7,6,68,5/22/2018,,,
5/22/2018,15:00,6,6,68,5/22/2018,,,
5/22/2018,16:00,5,7,68,5/22/2018,,,
5/22/2018,17:00,7,6,68,5/22/2018,,,
5/22/2018,18:00,11,6,68,5/22/2018,,,
5/22/2018,19:00,11,5,68,5/22/2018,,,
5/22/2018,20:00,14,2,68,5/22/2018,,,
5/22/2018,21:00,10,1,90,5/22/2018,,,
5/22/2018,22:00,7,0,,5/22/2018,,,
5/22/2018,23:00,5,0,,5/22/2018,,,
5/23/2018,0:00,7,0,,5/23/2018,,,
5/23/2018,1:00,7,0,,5/23/2018,,,
5/23/2018,2:00,6,0,23,5/23/2018,,,
5/23/2018,3:00,7,0,23,5/23/2018,,,
5/23/2018,4:00,4,0,23,5/23/2018,,,
5/23/2018,5:00,13,0,23,5/23/2018,,,
5/23/2018,6:00,11,0,,5/23/2018,,,
5/23/2018,7:00,7,0,,5/23/2018,,,
5/23/2018,8:00,6,1,90,5/23/2018,,,
5/23/2018,9:00,6,2,0,5/23/2018,,,
5/23/2018,10:00,7,3,23,5/23/2018,,,
5/23/2018,11:00,9,6,90,5/23/2018,,,
5/23/2018,12:00,9,6,90,5/23/2018,,,
5/23/2018,13:00,14,6,68,5/23/2018,,,
5/23/2018,14:00,10,7,68,5/23/2018,,,
5/23/2018,15:00,9,7,68,5/23/2018,,,
5/23/2018,16:00,9,7,0,5/23/2018,,,
5/23/2018,17:00,10,6,68,5/23/2018,,,
5/23/2018,18:00,6,6,90,5/23/2018,,,
5/23/2018,19:00,6,5,68,5/23/2018,,,
5/23/2018,20:00,6,3,90,5/23/2018,,,
5/23/2018,21:00,10,1,68,5/23/2018,,,
5/23/2018,22:00,7,2,68,5/23/2018,,,
5/23/2018,23:00,5,1,68,5/23/2018,,,
5/24/2018,0:00,6,1,45,5/24/2018,,,
5/24/2018,1:00,8,1,45,5/24/2018,,,
5/24/2018,2:00,9,1,270,5/24/2018,,,
5/24/2018,3:00,8,2,315,5/24/2018,,,
5/24/2018,4:00,9,1,225,5/24/2018,,,
5/24/2018,5:00,7,1,158,5/24/2018,,,
5/24/2018,6:00,5,1,315,5/24/2018,,,
5/24/2018,7:00,5,0,315,5/24/2018,,,
5/24/2018,8:00,2,1,0,5/24/2018,,,
5/24/2018,9:00,-1,3,68,5/24/2018,,,
5/24/2018,10:00,0,5,68,5/24/2018,,,
5/24/2018,11:00,3,4,90,5/24/2018,,,
5/24/2018,12:00,4,6,68,5/24/2018,,,bob
5/24/2018,13:00,4,6,68,5/24/2018,,,bob
5/24/2018,14:00,5,4,68,5/24/2018,,,
5/24/2018,15:00,6,6,68,5/24/2018,,,
5/24/2018,16:00,8,5,68,5/24/2018,,,
5/24/2018,17:00,6,5,68,5/24/2018,,,
5/24/2018,18:00,6,4,68,5/24/2018,,,
5/24/2018,19:00,8,5,68,5/24/2018,,,
5/24/2018,20:00,9,2,68,5/24/2018,,,
5/24/2018,21:00,10,1,68,5/24/2018,,,
5/24/2018,22:00,7,2,68,5/24/2018,,,
5/24/2018,23:00,3,3,338,5/24/2018,,,
5/25/2018,0:00,6,1,158,5/25/2018,,,
5/25/2018,1:00,5,2,158,5/25/2018,,,
5/25/2018,2:00,5,3,113,5/25/2018,,,
5/25/2018,3:00,7,2,90,5/25/2018,,,
5/25/2018,4:00,7,1,90,5/25/2018,,,
5/25/2018,5:00,7,0,90,5/25/2018,,,
5/25/2018,6:00,8,1,90,5/25/2018,,,
5/25/2018,7:00,6,4,90,5/25/2018,,,
5/25/2018,8:00,5,5,68,5/25/2018,,,
5/25/2018,9:00,6,3,68,5/25/2018,,,
5/25/2018,10:00,6,5,68,5/25/2018,,,
5/25/2018,11:00,8,5,68,5/25/2018,,,
5/25/2018,12:00,6,7,68,5/25/2018,,,
5/25/2018,13:00,4,8,68,5/25/2018,,out of limits,
5/25/2018,14:00,4,8,68,5/25/2018,,out of limits,
5/25/2018,15:00,5,7,68,5/25/2018,,,
5/25/2018,16:00,filter error,8,90,5/25/2018,,flow,
5/25/2018,17:00,6,8,68,5/25/2018,,out of limits,
5/25/2018,18:00,6,6,68,5/25/2018,,,
5/25/2018,19:00,5,5,68,5/25/2018,,,
5/25/2018,20:00,3,5,135,5/25/2018,,,
5/25/2018,21:00,5,4,68,5/25/2018,,,
5/25/2018,22:00,3,4,68,5/25/2018,,,
5/25/2018,23:00,3,4,68,5/25/2018,,,
5/26/2018,0:00,4,2,68,5/26/2018,,,
5/26/2018,1:00,2,2,68,5/26/2018,,,
5/26/2018,2:00,filter error,1,113,5/26/2018,,,
5/26/2018,3:00,6,2,68,5/26/2018,,,
5/26/2018,4:00,4,1,68,5/26/2018,,,
5/26/2018,5:00,4,2,68,5/26/2018,,,
5/26/2018,6:00,5,3,68,5/26/2018,,,
5/26/2018,7:00,8,3,68,5/26/2018,,,
5/26/2018,8:00,4,3,0,5/26/2018,,,
5/26/2018,9:00,2,4,45,5/26/2018,,,
5/26/2018,10:00,6,6,68,5/26/2018,,,
5/26/2018,11:00,8,6,68,5/26/2018,,,
5/26/2018,12:00,6,5,68,5/26/2018,,,
5/26/2018,13:00,5,6,90,5/26/2018,,,
5/26/2018,14:00,4,7,90,5/26/2018,,,
5/26/2018,15:00,4,7,68,5/26/2018,,,
5/26/2018,16:00,6,6,135,5/26/2018,,,
5/26/2018,17:00,6,5,158,5/26/2018,,,
5/26/2018,18:00,7,4,135,5/26/2018,,,
5/26/2018,19:00,6,3,135,5/26/2018,,,
5/26/2018,20:00,4,4,68,5/26/2018,,,
5/26/2018,21:00,6,3,68,5/26/2018,,,
5/26/2018,22:00,6,2,68,5/26/2018,,,
5/26/2018,23:00,6,0,90,5/26/2018,,,
5/27/2018,0:00,5,2,68,5/27/2018,,,
5/27/2018,1:00,4,2,90,5/27/2018,,,
5/27/2018,2:00,5,1,90,5/27/2018,,,
5/27/2018,3:00,4,1,90,5/27/2018,,,
5/27/2018,4:00,9,1,90,5/27/2018,,,
5/27/2018,5:00,9,1,68,5/27/2018,,,
5/27/2018,6:00,9,0,68,5/27/2018,,,
5/27/2018,7:00,8,0,,5/27/2018,,,
5/27/2018,8:00,6,0,45,5/27/2018,,,
5/27/2018,9:00,7,2,90,5/27/2018,,,
5/27/2018,10:00,8,3,68,5/27/2018,,,
5/27/2018,11:00,7,4,113,5/27/2018,,,
5/27/2018,12:00,10,4,68,5/27/2018,,,
5/27/2018,13:00,8,7,68,5/27/2018,,,
5/27/2018,14:00,8,6,68,5/27/2018,,,
5/27/2018,15:00,9,6,68,5/27/2018,,,
5/27/2018,16:00,10,6,68,5/27/2018,,,
5/27/2018,17:00,10,7,68,5/27/2018,,,
5/27/2018,18:00,11,7,68,5/27/2018,,,
5/27/2018,19:00,9,5,68,5/27/2018,,,
5/27/2018,20:00,9,2,68,5/27/2018,,,
5/27/2018,21:00,9,0,,5/27/2018,,,
5/27/2018,22:00,27,0,,5/27/2018,,,
5/27/2018,23:00,32,0,,5/27/2018,,,
5/28/2018,0:00,37,0,,5/28/2018,,,
5/28/2018,1:00,23,1,113,5/28/2018,,,
5/28/2018,2:00,12,1,225,5/28/2018,,,
5/28/2018,3:00,12,1,203,5/28/2018,,,
5/28/2018,4:00,9,1,248,5/28/2018,,,
5/28/2018,5:00,7,2,270,5/28/2018,,,
5/28/2018,6:00,13,1,270,5/28/2018,,,
5/28/2018,7:00,13,2,225,5/28/2018,,,
5/28/2018,8:00,9,2,293,5/28/2018,,,
5/28/2018,9:00,7,4,338,5/28/2018,,,
5/28/2018,10:00,4,6,68,5/28/2018,,,
5/28/2018,11:00,3,7,68,5/28/2018,,,
5/28/2018,12:00,9,8,68,5/28/2018,,out of limits,
5/28/2018,13:00,12,7,68,5/28/2018,,,
5/28/2018,14:00,11,6,68,5/28/2018,,,
5/28/2018,15:00,16,7,68,5/28/2018,,,
5/28/2018,16:00,9,7,68,5/28/2018,,,
5/28/2018,17:00,11,7,68,5/28/2018,,,
5/28/2018,18:00,10,6,68,5/28/2018,,,
5/28/2018,19:00,10,6,68,5/28/2018,,,
5/28/2018,20:00,11,5,68,5/28/2018,,,
5/28/2018,21:00,12,2,90,5/28/2018,,,
5/28/2018,22:00,12,0,90,5/28/2018,,,
5/28/2018,23:00,9,0,,5/28/2018,,,
5/29/2018,0:00,8,0,90,5/29/2018,,,
5/29/2018,1:00,9,0,90,5/29/2018,,,
5/29/2018,2:00,5,1,158,5/29/2018,,,
5/29/2018,3:00,5,1,180,5/29/2018,,,
5/29/2018,4:00,5,1,315,5/29/2018,,,
5/29/2018,5:00,8,2,248,5/29/2018,,,
5/29/2018,6:00,10,2,0,5/29/2018,,,
5/29/2018,7:00,7,2,270,5/29/2018,,,
5/29/2018,8:00,8,4,293,5/29/2018,,,
5/29/2018,9:00,14,4,68,5/29/2018,,,
5/29/2018,10:00,8,6,68,5/29/2018,,,
5/29/2018,11:00,8,6,68,5/29/2018,,,
5/29/2018,12:00,13,6,68,5/29/2018,,,
5/29/2018,13:00,10,7,68,5/29/2018,,,
5/29/2018,14:00,15,7,68,5/29/2018,,,
5/29/2018,15:00,13,8,68,5/29/2018,,out of limits,
5/29/2018,16:00,12,7,68,5/29/2018,,,
5/29/2018,17:00,10,6,68,5/29/2018,,,
5/29/2018,18:00,11,7,68,5/29/2018,,,
5/29/2018,19:00,15,6,68,5/29/2018,,,
5/29/2018,20:00,11,3,68,5/29/2018,,,
5/29/2018,21:00,9,1,90,5/29/2018,,,
5/29/2018,22:00,11,0,,5/29/2018,,,
5/29/2018,23:00,15,0,113,5/29/2018,,,
5/30/2018,0:00,9,1,158,5/30/2018,,,
5/30/2018,1:00,13,1,203,5/30/2018,,,
5/30/2018,2:00,14,1,135,5/30/2018,,,
5/30/2018,3:00,13,2,270,5/30/2018,,,
5/30/2018,4:00,10,1,315,5/30/2018,,,
5/30/2018,5:00,9,1,203,5/30/2018,,,
5/30/2018,6:00,9,1,293,5/30/2018,,,
5/30/2018,7:00,8,0,270,5/30/2018,,,
5/30/2018,8:00,8,1,293,5/30/2018,,,
5/30/2018,9:00,8,2,90,5/30/2018,,,
5/30/2018,10:00,11,4,0,5/30/2018,,,
5/30/2018,11:00,9,6,68,5/30/2018,,,
5/30/2018,12:00,5,7,68,5/30/2018,,,
5/30/2018,13:00,5,7,68,5/30/2018,,,
5/30/2018,14:00,7,8,68,5/30/2018,,flow,bob
5/30/2018,15:00,10,8,68,5/30/2018,,out of limits,bob
5/30/2018,16:00,10,7,68,5/30/2018,,,
5/30/2018,17:00,8,7,68,5/30/2018,,,
5/30/2018,18:00,6,7,68,5/30/2018,,,
5/30/2018,19:00,12,6,68,5/30/2018,,,
5/30/2018,20:00,9,4,68,5/30/2018,,,
5/30/2018,21:00,7,3,68,5/30/2018,,,
5/30/2018,22:00,10,4,68,5/30/2018,,,
5/30/2018,23:00,9,3,68,5/30/2018,,,
5/31/2018,0:00,5,1,68,5/31/2018,,,
5/31/2018,1:00,4,1,293,5/31/2018,,,
5/31/2018,2:00,5,2,203,5/31/2018,,,
5/31/2018,3:00,6,2,23,5/31/2018,,,
5/31/2018,4:00,8,0,45,5/31/2018,,,
5/31/2018,5:00,7,1,45,5/31/2018,,,
5/31/2018,6:00,5,1,68,5/31/2018,,,
5/31/2018,7:00,7,0,68,5/31/2018,,,
5/31/2018,8:00,8,2,68,5/31/2018,,,
5/31/2018,9:00,,3,68,5/31/2018,,,
5/31/2018,10:00,,5,68,5/31/2018,,,
5/31/2018,11:00,6,3,68,5/31/2018,,,
5/31/2018,12:00,9,6,68,5/31/2018,,,
5/31/2018,13:00,11,7,68,5/31/2018,,,
5/31/2018,14:00,9,6,68,5/31/2018,,,
5/31/2018,15:00,6,7,68,5/31/2018,,,
5/31/2018,16:00,8,6,68,5/31/2018,,,
5/31/2018,17:00,7,7,68,5/31/2018,,,
5/31/2018,18:00,8,6,90,5/31/2018,,,
5/31/2018,19:00,8,5,68,5/31/2018,,,
5/31/2018,20:00,10,4,68,5/31/2018,,,
5/31/2018,21:00,8,1,68,5/31/2018,,,
5/31/2018,22:00,9,3,68,5/31/2018,,,
5/31/2018,23:00,6,1,68,5/31/2018,,,
